"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=issue_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22259%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Número,País,Mes,Total
,Número,41,GB,201804,1
,Número,41,IT,201802,1
,Número,41,MX,201804,2
,Número,41,MX,201806,2
,Número,41,US,201801,9
,Número,41,US,201802,15
,Número,41,US,201803,15
,Número,41,US,201804,3
,Número,41,US,201806,5
,Número,41,VN,201806,1
,Número,48,,201805,1
,Número,48,AR,201801,1
,Número,48,CZ,201803,1
,Número,48,FR,201801,2
,Número,48,FR,201802,2
,Número,48,FR,201804,2
,Número,48,GB,201801,1
,Número,48,IT,201802,1
,Número,48,MX,201804,2
,Número,48,MX,201806,2
,Número,48,US,201801,10
,Número,48,US,201802,16
,Número,48,US,201803,16
,Número,48,US,201804,4
,Número,48,US,201806,6
,Número,48,VN,201806,1
,Número,47,AR,201801,1
,Número,47,CZ,201803,1
,Número,47,FR,201801,2
,Número,47,GB,201801,1
,Número,47,GB,201802,1
,Número,47,GB,201804,1
,Número,47,IT,201802,2
,Número,47,IT,201804,1
,Número,47,MX,201804,3
,Número,47,MX,201806,1
,Número,47,US,201801,9
,Número,47,US,201802,14
,Número,47,US,201803,16
,Número,47,US,201804,3
,Número,47,US,201806,4
,Número,47,VN,201806,1
,Número,46,AR,201801,1
,Número,46,AR,201804,1
,Número,46,CZ,201803,1
,Número,46,FR,201801,1
,Número,46,FR,201802,3
,Número,46,GB,201801,1
,Número,46,GB,201804,1
,Número,46,IT,201801,1
,Número,46,IT,201804,1
,Número,46,MX,201804,3
,Número,46,MX,201806,8
,Número,46,US,201801,14
,Número,46,US,201802,15
,Número,46,US,201803,16
,Número,46,US,201804,5
,Número,46,US,201806,5
,Número,46,VN,201806,1
,Número,45,,201804,1
,Número,45,,201805,1
,Número,45,AR,201801,1
,Número,45,CZ,201803,1
,Número,45,FR,201801,1
,Número,45,FR,201802,3
,Número,45,GB,201801,2
,Número,45,GB,201804,1
,Número,45,IT,201804,1
,Número,45,MX,201804,2
,Número,45,MX,201806,1
,Número,45,US,201801,17
,Número,45,US,201802,14
,Número,45,US,201803,16
,Número,45,US,201804,6
,Número,45,US,201806,5
,Número,45,VN,201806,1
,Número,52,,201805,1
,Número,52,,201807,1
,Número,52,AR,201801,1
,Número,52,CZ,201803,1
,Número,52,FR,201801,2
,Número,52,FR,201802,3
,Número,52,FR,201804,1
,Número,52,GB,201801,1
,Número,52,GB,201804,1
,Número,52,MX,201804,3
,Número,52,MX,201806,1
,Número,52,US,201801,9
,Número,52,US,201802,15
,Número,52,US,201803,16
,Número,52,US,201804,3
,Número,52,US,201805,1
,Número,52,US,201806,4
,Número,52,US,201807,1
,Número,52,VN,201806,1
,Número,51,,201805,1
,Número,51,AR,201801,1
,Número,51,CA,201806,1
,Número,51,CZ,201803,1
,Número,51,FR,201801,2
,Número,51,FR,201802,2
,Número,51,FR,201804,1
,Número,51,GB,201802,1
,Número,51,IT,201801,1
,Número,51,IT,201804,1
,Número,51,MX,201801,4
,Número,51,MX,201804,7
,Número,51,MX,201806,1
,Número,51,US,201801,11
,Número,51,US,201802,15
,Número,51,US,201803,17
,Número,51,US,201804,3
,Número,51,US,201805,4
,Número,51,US,201806,3
,Número,51,VN,201806,1
,Número,50,AR,201801,1
,Número,50,CZ,201803,1
,Número,50,FR,201801,2
,Número,50,FR,201802,3
,Número,50,FR,201804,1
,Número,50,IT,201801,1
,Número,50,IT,201804,1
,Número,50,MX,201804,4
,Número,50,MX,201806,1
,Número,50,US,201801,11
,Número,50,US,201802,14
,Número,50,US,201803,18
,Número,50,US,201804,3
,Número,50,US,201806,4
,Número,50,VN,201806,1
,Número,49,AR,201801,1
,Número,49,AT,201802,1
,Número,49,AT,201803,2
,Número,49,AT,201804,1
,Número,49,AT,201805,1
,Número,49,CZ,201803,1
,Número,49,FR,201801,1
,Número,49,FR,201802,1
,Número,49,FR,201804,1
,Número,49,GB,201802,2
,Número,49,GB,201804,1
,Número,49,IT,201801,2
,Número,49,MX,201801,1
,Número,49,MX,201804,3
,Número,49,MX,201806,2
,Número,49,US,201801,14
,Número,49,US,201802,14
,Número,49,US,201803,19
,Número,49,US,201804,2
,Número,49,US,201805,3
,Número,49,US,201806,3
,Número,49,VN,201806,1
,Número,54,,201805,1
,Número,54,AR,201801,1
,Número,54,AT,201802,1
,Número,54,AT,201803,2
,Número,54,AT,201804,1
,Número,54,AT,201805,1
,Número,54,CZ,201803,1
,Número,54,FR,201802,2
,Número,54,FR,201804,1
,Número,54,GB,201801,2
,Número,54,GB,201804,1
,Número,54,IT,201801,1
,Número,54,MX,201803,2
,Número,54,MX,201804,2
,Número,54,MX,201805,5
,Número,54,MX,201806,2
,Número,54,NL,201802,1
,Número,54,US,201801,12
,Número,54,US,201802,14
,Número,54,US,201803,18
,Número,54,US,201804,4
,Número,54,US,201805,1
,Número,54,US,201806,6
,Número,54,VN,201806,1
,Número,53,,201805,1
,Número,53,AR,201801,1
,Número,53,AT,201802,1
,Número,53,AT,201803,1
,Número,53,AT,201804,1
,Número,53,AT,201805,1
,Número,53,CZ,201803,1
,Número,53,FR,201801,3
,Número,53,FR,201804,1
,Número,53,GB,201802,1
,Número,53,IT,201802,2
,Número,53,IT,201804,1
,Número,53,MX,201804,3
,Número,53,MX,201806,2
,Número,53,US,201801,10
,Número,53,US,201802,16
,Número,53,US,201803,16
,Número,53,US,201804,6
,Número,53,US,201805,2
,Número,53,US,201806,5
,Número,53,VN,201806,1
,Número,1,,201802,2
,Número,1,,201804,1
,Número,1,,201805,4
,Número,1,,201806,1
,Número,1,,201807,4
,Número,1,AR,201801,1
,Número,1,AT,201802,1
,Número,1,AT,201803,1
,Número,1,AT,201804,1
,Número,1,AT,201805,1
,Número,1,CZ,201803,1
,Número,1,ES,201803,1
,Número,1,FR,201801,1
,Número,1,FR,201802,1
,Número,1,GB,201801,1
,Número,1,GB,201804,2
,Número,1,IT,201801,1
,Número,1,IT,201802,2
,Número,1,JP,201805,2
,Número,1,MX,201801,3
,Número,1,MX,201802,4
,Número,1,MX,201804,7
,Número,1,MX,201805,2
,Número,1,MX,201806,7
,Número,1,MX,201807,2
,Número,1,PY,201803,1
,Número,1,US,201801,17
,Número,1,US,201802,17
,Número,1,US,201803,21
,Número,1,US,201804,5
,Número,1,US,201805,4
,Número,1,US,201806,8
,Número,1,US,201807,1
,Número,1,VN,201806,1
,Número,2,,201805,1
,Número,2,,201807,6
,Número,2,AR,201801,1
,Número,2,AT,201802,1
,Número,2,AT,201803,1
,Número,2,CZ,201803,1
,Número,2,FR,201801,2
,Número,2,FR,201802,1
,Número,2,GB,201802,1
,Número,2,GB,201804,1
,Número,2,GQ,201807,2
,Número,2,IT,201801,1
,Número,2,IT,201802,1
,Número,2,IT,201804,1
,Número,2,KR,201806,1
,Número,2,MX,201801,3
,Número,2,MX,201802,2
,Número,2,MX,201804,5
,Número,2,MX,201805,1
,Número,2,MX,201806,2
,Número,2,US,201801,14
,Número,2,US,201802,18
,Número,2,US,201803,18
,Número,2,US,201804,7
,Número,2,US,201805,3
,Número,2,US,201806,6
,Número,2,US,201807,1
,Número,2,VN,201806,1
,Número,3,,201805,3
,Número,3,,201807,8
,Número,3,AR,201801,1
,Número,3,CZ,201803,1
,Número,3,FR,201801,3
,Número,3,FR,201802,2
,Número,3,FR,201804,1
,Número,3,FR,201806,1
,Número,3,GB,201802,1
,Número,3,IT,201804,1
,Número,3,JP,201805,2
,Número,3,MX,201801,1
,Número,3,MX,201802,2
,Número,3,MX,201803,2
,Número,3,MX,201804,7
,Número,3,MX,201805,1
,Número,3,MX,201806,5
,Número,3,MX,201807,1
,Número,3,US,201801,17
,Número,3,US,201802,17
,Número,3,US,201803,18
,Número,3,US,201804,7
,Número,3,US,201805,2
,Número,3,US,201806,8
,Número,3,US,201807,1
,Número,3,VN,201806,1
,Número,4,,201805,1
,Número,4,,201807,11
,Número,4,AR,201801,1
,Número,4,AT,201802,1
,Número,4,AT,201803,1
,Número,4,AT,201804,1
,Número,4,AT,201805,1
,Número,4,CA,201802,1
,Número,4,CZ,201803,1
,Número,4,FR,201801,2
,Número,4,FR,201802,1
,Número,4,FR,201804,1
,Número,4,GB,201807,1
,Número,4,IT,201801,1
,Número,4,IT,201802,2
,Número,4,IT,201804,1
,Número,4,JP,201805,3
,Número,4,MX,201801,1
,Número,4,MX,201802,8
,Número,4,MX,201804,7
,Número,4,MX,201805,4
,Número,4,MX,201806,6
,Número,4,MX,201807,5
,Número,4,US,201801,10
,Número,4,US,201802,18
,Número,4,US,201803,16
,Número,4,US,201804,5
,Número,4,US,201805,3
,Número,4,US,201806,8
,Número,4,US,201807,3
,Número,4,VN,201806,1
,Número,5,,201805,1
,Número,5,,201806,1
,Número,5,,201807,6
,Número,5,AR,201801,1
,Número,5,AT,201802,1
,Número,5,CA,201802,1
,Número,5,CZ,201803,1
,Número,5,DE,201805,1
,Número,5,FR,201801,1
,Número,5,FR,201804,1
,Número,5,FR,201806,1
,Número,5,GB,201801,1
,Número,5,GB,201802,2
,Número,5,GB,201804,1
,Número,5,IT,201801,1
,Número,5,IT,201802,1
,Número,5,JP,201805,2
,Número,5,MX,201802,9
,Número,5,MX,201803,7
,Número,5,MX,201804,7
,Número,5,MX,201805,4
,Número,5,MX,201806,3
,Número,5,US,201801,10
,Número,5,US,201802,16
,Número,5,US,201803,17
,Número,5,US,201804,6
,Número,5,US,201805,3
,Número,5,US,201806,6
,Número,5,US,201807,1
,Número,5,VN,201806,1
,Número,6,,201804,1
,Número,6,,201805,1
,Número,6,,201806,1
,Número,6,,201807,9
,Número,6,AR,201801,1
,Número,6,AR,201805,2
,Número,6,CA,201802,1
,Número,6,CZ,201803,1
,Número,6,DE,201803,1
,Número,6,FR,201801,1
,Número,6,FR,201802,1
,Número,6,FR,201803,1
,Número,6,FR,201806,1
,Número,6,GB,201801,2
,Número,6,GB,201802,2
,Número,6,GB,201804,1
,Número,6,JP,201805,1
,Número,6,MX,201801,1
,Número,6,MX,201802,3
,Número,6,MX,201803,4
,Número,6,MX,201804,7
,Número,6,MX,201805,8
,Número,6,MX,201806,1
,Número,6,NL,201804,1
,Número,6,US,201801,12
,Número,6,US,201802,17
,Número,6,US,201803,18
,Número,6,US,201804,7
,Número,6,US,201805,4
,Número,6,US,201806,7
,Número,6,US,201807,1
,Número,6,VN,201806,1
,Número,7,,201805,1
,Número,7,,201807,8
,Número,7,AR,201801,1
,Número,7,BO,201803,1
,Número,7,CZ,201803,1
,Número,7,FR,201801,1
,Número,7,FR,201802,2
,Número,7,FR,201804,2
,Número,7,GB,201801,2
,Número,7,GB,201802,1
,Número,7,JP,201805,1
,Número,7,MX,201801,1
,Número,7,MX,201802,5
,Número,7,MX,201804,9
,Número,7,MX,201805,1
,Número,7,MX,201806,1
,Número,7,US,201801,9
,Número,7,US,201802,18
,Número,7,US,201803,16
,Número,7,US,201804,6
,Número,7,US,201805,10
,Número,7,US,201806,8
,Número,7,US,201807,1
,Número,7,VN,201806,1
,Número,8,,201805,1
,Número,8,,201807,6
,Número,8,AR,201801,1
,Número,8,CZ,201803,1
,Número,8,FR,201801,2
,Número,8,FR,201802,1
,Número,8,FR,201804,2
,Número,8,GB,201801,1
,Número,8,GB,201802,1
,Número,8,IT,201801,1
,Número,8,IT,201802,1
,Número,8,JP,201805,1
,Número,8,MX,201802,5
,Número,8,MX,201804,6
,Número,8,MX,201806,3
,Número,8,PE,201805,1
,Número,8,US,201801,10
,Número,8,US,201802,16
,Número,8,US,201803,17
,Número,8,US,201804,6
,Número,8,US,201805,2
,Número,8,US,201806,6
,Número,8,US,201807,1
,Número,8,VN,201806,1
,Número,9,,201805,1
,Número,9,,201806,1
,Número,9,,201807,7
,Número,9,AR,201801,1
,Número,9,CZ,201803,1
,Número,9,FR,201801,2
,Número,9,FR,201804,1
,Número,9,GB,201801,1
,Número,9,GB,201802,1
,Número,9,GB,201804,1
,Número,9,IT,201802,2
,Número,9,MX,201801,1
,Número,9,MX,201802,2
,Número,9,MX,201804,5
,Número,9,MX,201805,1
,Número,9,MX,201806,1
,Número,9,SE,201805,1
,Número,9,US,201801,11
,Número,9,US,201802,16
,Número,9,US,201803,16
,Número,9,US,201804,4
,Número,9,US,201805,3
,Número,9,US,201806,6
,Número,9,US,201807,1
,Número,9,VN,201806,1
,Número,10,,201805,1
,Número,10,,201806,1
,Número,10,,201807,11
,Número,10,AR,201801,1
,Número,10,AT,201802,1
,Número,10,AT,201803,2
,Número,10,AT,201804,1
,Número,10,AT,201805,1
,Número,10,CZ,201803,1
,Número,10,ES,201806,1
,Número,10,FR,201801,2
,Número,10,FR,201802,1
,Número,10,FR,201804,2
,Número,10,IT,201801,1
,Número,10,IT,201802,2
,Número,10,JP,201805,1
,Número,10,MX,201803,2
,Número,10,MX,201804,5
,Número,10,MX,201806,2
,Número,10,US,201801,10
,Número,10,US,201802,15
,Número,10,US,201803,16
,Número,10,US,201804,8
,Número,10,US,201805,1
,Número,10,US,201806,6
,Número,10,US,201807,1
,Número,10,VE,201803,2
,Número,10,VN,201806,1
,Número,11,,201805,2
,Número,11,,201807,8
,Número,11,AR,201801,1
,Número,11,AT,201802,1
,Número,11,AT,201803,2
,Número,11,AT,201804,1
,Número,11,AT,201805,1
,Número,11,CA,201804,1
,Número,11,CZ,201803,1
,Número,11,ES,201806,1
,Número,11,FR,201801,2
,Número,11,FR,201804,1
,Número,11,GB,201802,1
,Número,11,GB,201804,1
,Número,11,IT,201801,1
,Número,11,IT,201802,2
,Número,11,JP,201805,1
,Número,11,MX,201802,2
,Número,11,MX,201803,6
,Número,11,MX,201804,10
,Número,11,MX,201806,1
,Número,11,US,201801,14
,Número,11,US,201802,17
,Número,11,US,201803,19
,Número,11,US,201804,6
,Número,11,US,201805,2
,Número,11,US,201806,4
,Número,11,US,201807,1
,Número,11,VN,201806,1
,Número,12,,201805,1
,Número,12,,201806,3
,Número,12,,201807,11
,Número,12,AR,201801,1
,Número,12,AT,201802,1
,Número,12,AT,201803,1
,Número,12,AT,201804,1
,Número,12,AT,201805,1
,Número,12,CZ,201803,1
,Número,12,ES,201806,1
,Número,12,FR,201802,1
,Número,12,FR,201804,1
,Número,12,GB,201801,3
,Número,12,GB,201804,1
,Número,12,IT,201802,2
,Número,12,JP,201805,1
,Número,12,MX,201801,1
,Número,12,MX,201803,4
,Número,12,MX,201804,5
,Número,12,MX,201805,2
,Número,12,MX,201806,1
,Número,12,MX,201807,1
,Número,12,US,201801,12
,Número,12,US,201802,14
,Número,12,US,201803,17
,Número,12,US,201804,5
,Número,12,US,201805,3
,Número,12,US,201806,6
,Número,12,US,201807,3
,Número,12,VN,201806,1
,Número,13,,201805,1
,Número,13,,201807,12
,Número,13,AR,201801,1
,Número,13,AT,201802,1
,Número,13,AT,201803,1
,Número,13,AT,201804,1
,Número,13,AT,201805,1
,Número,13,CZ,201803,1
,Número,13,FR,201801,1
,Número,13,FR,201802,2
,Número,13,FR,201804,2
,Número,13,GB,201802,1
,Número,13,IT,201801,2
,Número,13,JP,201805,1
,Número,13,MX,201802,2
,Número,13,MX,201803,1
,Número,13,MX,201804,7
,Número,13,MX,201805,3
,Número,13,MX,201806,1
,Número,13,US,201801,10
,Número,13,US,201802,15
,Número,13,US,201803,17
,Número,13,US,201804,4
,Número,13,US,201805,3
,Número,13,US,201806,6
,Número,13,US,201807,2
,Número,13,VN,201806,1
,Número,14,,201805,1
,Número,14,,201807,6
,Número,14,AR,201801,1
,Número,14,AT,201802,1
,Número,14,AT,201803,2
,Número,14,AT,201804,1
,Número,14,AT,201805,1
,Número,14,CZ,201803,1
,Número,14,DE,201801,5
,Número,14,DE,201802,4
,Número,14,DE,201803,3
,Número,14,DE,201804,5
,Número,14,DE,201805,3
,Número,14,DE,201806,3
,Número,14,DE,201807,1
,Número,14,ES,201801,1
,Número,14,FR,201801,3
,Número,14,FR,201802,1
,Número,14,GB,201802,1
,Número,14,GB,201805,1
,Número,14,IT,201802,2
,Número,14,IT,201804,2
,Número,14,MX,201804,4
,Número,14,MX,201806,1
,Número,14,US,201801,15
,Número,14,US,201802,16
,Número,14,US,201803,16
,Número,14,US,201804,5
,Número,14,US,201805,2
,Número,14,US,201806,6
,Número,14,US,201807,2
,Número,14,VN,201806,1
,Número,15,,201805,1
,Número,15,,201806,3
,Número,15,,201807,18
,Número,15,AR,201801,1
,Número,15,AT,201802,1
,Número,15,AT,201803,1
,Número,15,AT,201804,1
,Número,15,AT,201805,1
,Número,15,CZ,201803,1
,Número,15,DE,201807,1
,Número,15,ES,201801,1
,Número,15,FR,201801,2
,Número,15,FR,201804,1
,Número,15,GB,201801,2
,Número,15,GB,201802,2
,Número,15,IE,201801,1
,Número,15,IT,201802,1
,Número,15,IT,201804,1
,Número,15,MX,201801,2
,Número,15,MX,201804,5
,Número,15,MX,201805,1
,Número,15,MX,201806,2
,Número,15,US,201801,13
,Número,15,US,201802,14
,Número,15,US,201803,16
,Número,15,US,201804,5
,Número,15,US,201805,3
,Número,15,US,201806,6
,Número,15,US,201807,3
,Número,15,VN,201806,1
,Número,16,,201804,1
,Número,16,,201805,1
,Número,16,,201807,10
,Número,16,AR,201801,1
,Número,16,AT,201802,1
,Número,16,AT,201803,1
,Número,16,AT,201804,1
,Número,16,AT,201805,1
,Número,16,CA,201802,1
,Número,16,CZ,201803,1
,Número,16,FR,201801,1
,Número,16,FR,201802,1
,Número,16,FR,201804,1
,Número,16,GB,201801,2
,Número,16,GB,201802,2
,Número,16,GB,201804,1
,Número,16,MX,201804,4
,Número,16,MX,201805,2
,Número,16,MX,201806,1
,Número,16,US,201801,11
,Número,16,US,201802,29
,Número,16,US,201803,16
,Número,16,US,201804,8
,Número,16,US,201805,3
,Número,16,US,201806,6
,Número,16,US,201807,2
,Número,16,VN,201806,1
,Número,17,,201804,1
,Número,17,,201805,2
,Número,17,,201806,9
,Número,17,,201807,3
,Número,17,AR,201801,1
,Número,17,AT,201802,1
,Número,17,CZ,201803,1
,Número,17,FR,201801,1
,Número,17,FR,201802,1
,Número,17,FR,201804,1
,Número,17,GB,201801,2
,Número,17,GB,201802,2
,Número,17,GB,201804,1
,Número,17,MX,201801,1
,Número,17,MX,201804,4
,Número,17,MX,201806,4
,Número,17,US,201801,11
,Número,17,US,201802,28
,Número,17,US,201803,16
,Número,17,US,201804,3
,Número,17,US,201805,3
,Número,17,US,201806,7
,Número,17,US,201807,2
,Número,17,VN,201806,1
,Número,18,,201804,1
,Número,18,,201805,1
,Número,18,,201806,11
,Número,18,,201807,2
,Número,18,AR,201801,1
,Número,18,CA,201806,1
,Número,18,CZ,201803,1
,Número,18,FR,201801,3
,Número,18,FR,201802,1
,Número,18,FR,201804,1
,Número,18,GB,201802,2
,Número,18,GB,201804,1
,Número,18,MX,201803,5
,Número,18,MX,201804,5
,Número,18,MX,201806,3
,Número,18,US,201801,10
,Número,18,US,201802,30
,Número,18,US,201803,20
,Número,18,US,201804,5
,Número,18,US,201805,1
,Número,18,US,201806,7
,Número,18,VN,201806,1
,Número,19,,201805,1
,Número,19,,201806,13
,Número,19,AR,201801,1
,Número,19,CZ,201803,1
,Número,19,FR,201801,2
,Número,19,FR,201802,2
,Número,19,FR,201804,2
,Número,19,GB,201802,1
,Número,19,IT,201801,1
,Número,19,MX,201801,4
,Número,19,MX,201804,5
,Número,19,MX,201805,6
,Número,19,MX,201806,1
,Número,19,US,201801,11
,Número,19,US,201802,28
,Número,19,US,201803,16
,Número,19,US,201804,4
,Número,19,US,201805,7
,Número,19,US,201806,6
,Número,19,VN,201806,1
,Número,20-21,,201805,1
,Número,20-21,,201806,27
,Número,20-21,AR,201801,1
,Número,20-21,CZ,201803,1
,Número,20-21,FR,201801,2
,Número,20-21,FR,201804,1
,Número,20-21,GB,201802,1
,Número,20-21,IT,201801,1
,Número,20-21,IT,201802,2
,Número,20-21,MX,201801,4
,Número,20-21,MX,201804,4
,Número,20-21,MX,201805,1
,Número,20-21,MX,201806,5
,Número,20-21,NL,201804,1
,Número,20-21,US,201801,8
,Número,20-21,US,201802,31
,Número,20-21,US,201803,18
,Número,20-21,US,201804,4
,Número,20-21,US,201805,5
,Número,20-21,US,201806,9
,Número,20-21,VN,201806,1
,Número,22,,201805,1
,Número,22,,201806,13
,Número,22,AR,201801,1
,Número,22,CZ,201803,1
,Número,22,FR,201801,2
,Número,22,FR,201802,1
,Número,22,FR,201804,2
,Número,22,GB,201801,1
,Número,22,GB,201802,1
,Número,22,IT,201802,1
,Número,22,MX,201802,1
,Número,22,MX,201803,1
,Número,22,MX,201804,4
,Número,22,MX,201805,2
,Número,22,MX,201806,4
,Número,22,US,201801,11
,Número,22,US,201802,26
,Número,22,US,201803,17
,Número,22,US,201804,5
,Número,22,US,201805,2
,Número,22,US,201806,8
,Número,22,VN,201806,1
,Número,23,,201805,3
,Número,23,,201806,7
,Número,23,AR,201801,1
,Número,23,AT,201802,1
,Número,23,AT,201803,2
,Número,23,AT,201804,1
,Número,23,AT,201805,1
,Número,23,CA,201806,1
,Número,23,CL,201806,1
,Número,23,CZ,201803,1
,Número,23,DE,201806,14
,Número,23,FR,201801,2
,Número,23,FR,201802,2
,Número,23,FR,201804,2
,Número,23,GB,201802,1
,Número,23,IT,201801,1
,Número,23,IT,201804,1
,Número,23,MX,201804,6
,Número,23,MX,201805,6
,Número,23,MX,201806,4
,Número,23,NL,201806,1
,Número,23,SC,201806,3
,Número,23,SE,201806,5
,Número,23,US,201801,12
,Número,23,US,201802,26
,Número,23,US,201803,18
,Número,23,US,201804,8
,Número,23,US,201805,3
,Número,23,US,201806,9
,Número,23,VN,201806,1
,Número,24,,201805,1
,Número,24,,201806,8
,Número,24,AR,201801,1
,Número,24,AT,201802,1
,Número,24,AT,201803,2
,Número,24,AT,201804,1
,Número,24,AT,201805,1
,Número,24,BR,201806,2
,Número,24,CA,201806,1
,Número,24,CZ,201803,1
,Número,24,EC,201802,1
,Número,24,FR,201801,1
,Número,24,FR,201802,1
,Número,24,GB,201801,2
,Número,24,GB,201804,1
,Número,24,IT,201802,2
,Número,24,IT,201804,1
,Número,24,MX,201801,1
,Número,24,MX,201802,1
,Número,24,MX,201804,6
,Número,24,MX,201805,4
,Número,24,MX,201806,5
,Número,24,MX,201807,2
,Número,24,US,201801,13
,Número,24,US,201802,29
,Número,24,US,201803,18
,Número,24,US,201804,4
,Número,24,US,201805,2
,Número,24,US,201806,6
,Número,24,US,201807,2
,Número,24,VN,201806,1
,Número,25,,201805,1
,Número,25,,201806,17
,Número,25,AR,201801,1
,Número,25,CZ,201803,1
,Número,25,ES,201804,1
,Número,25,FR,201801,2
,Número,25,FR,201802,1
,Número,25,FR,201804,2
,Número,25,GB,201801,1
,Número,25,IT,201802,2
,Número,25,MX,201803,3
,Número,25,MX,201804,8
,Número,25,MX,201805,2
,Número,25,MX,201806,1
,Número,25,PE,201804,1
,Número,25,US,201801,15
,Número,25,US,201802,26
,Número,25,US,201803,19
,Número,25,US,201804,8
,Número,25,US,201805,2
,Número,25,US,201806,7
,Número,25,UY,201803,3
,Número,25,VN,201806,1
,Número,26,,201805,1
,Número,26,,201806,13
,Número,26,AR,201801,1
,Número,26,AT,201802,1
,Número,26,AT,201803,2
,Número,26,AT,201804,1
,Número,26,AT,201805,1
,Número,26,CZ,201803,1
,Número,26,ES,201804,1
,Número,26,FR,201801,1
,Número,26,FR,201804,1
,Número,26,GB,201801,2
,Número,26,GB,201802,3
,Número,26,IT,201804,1
,Número,26,MX,201802,5
,Número,26,MX,201803,1
,Número,26,MX,201804,9
,Número,26,MX,201805,4
,Número,26,MX,201806,2
,Número,26,US,201801,11
,Número,26,US,201802,29
,Número,26,US,201803,17
,Número,26,US,201804,5
,Número,26,US,201805,4
,Número,26,US,201806,6
,Número,26,VN,201806,1
,Número,27,,201805,1
,Número,27,,201806,15
,Número,27,AR,201801,1
,Número,27,AT,201802,1
,Número,27,AT,201803,2
,Número,27,AT,201804,1
,Número,27,AT,201805,1
,Número,27,CU,201802,1
,Número,27,CZ,201803,1
,Número,27,FR,201801,1
,Número,27,FR,201802,1
,Número,27,FR,201804,1
,Número,27,GB,201801,1
,Número,27,GB,201802,1
,Número,27,IT,201801,1
,Número,27,IT,201802,1
,Número,27,IT,201804,1
,Número,27,KR,201807,1
,Número,27,MX,201801,3
,Número,27,MX,201804,10
,Número,27,MX,201805,1
,Número,27,MX,201806,2
,Número,27,RU,201805,1
,Número,27,US,201801,12
,Número,27,US,201802,27
,Número,27,US,201803,17
,Número,27,US,201804,3
,Número,27,US,201805,2
,Número,27,US,201806,6
,Número,27,VN,201806,1
,Número,28,,201805,1
,Número,28,,201806,12
,Número,28,AR,201801,1
,Número,28,AT,201802,1
,Número,28,AT,201803,1
,Número,28,AT,201804,1
,Número,28,AT,201805,1
,Número,28,CA,201806,1
,Número,28,CZ,201803,1
,Número,28,FR,201801,1
,Número,28,FR,201804,1
,Número,28,GB,201801,1
,Número,28,GB,201802,3
,Número,28,GB,201804,1
,Número,28,IT,201801,1
,Número,28,MX,201801,1
,Número,28,MX,201802,1
,Número,28,MX,201803,1
,Número,28,MX,201804,7
,Número,28,MX,201805,1
,Número,28,MX,201806,1
,Número,28,MX,201807,1
,Número,28,US,201801,13
,Número,28,US,201802,31
,Número,28,US,201803,17
,Número,28,US,201804,6
,Número,28,US,201805,4
,Número,28,US,201806,3
,Número,28,US,201807,2
,Número,28,VN,201806,1
,Número,29,,201805,2
,Número,29,,201806,8
,Número,29,AR,201801,1
,Número,29,AT,201802,1
,Número,29,AT,201803,1
,Número,29,AT,201804,1
,Número,29,AT,201805,1
,Número,29,CA,201806,1
,Número,29,CZ,201803,1
,Número,29,FR,201801,2
,Número,29,FR,201802,1
,Número,29,FR,201804,1
,Número,29,GB,201802,2
,Número,29,GB,201804,1
,Número,29,IT,201801,2
,Número,29,MX,201804,9
,Número,29,MX,201806,1
,Número,29,US,201801,10
,Número,29,US,201802,25
,Número,29,US,201803,16
,Número,29,US,201804,4
,Número,29,US,201805,1
,Número,29,US,201806,6
,Número,29,VN,201806,1
,Número,30,,201805,2
,Número,30,,201806,12
,Número,30,AR,201801,1
,Número,30,AT,201802,1
,Número,30,CZ,201803,1
,Número,30,DE,201802,2
,Número,30,FR,201801,1
,Número,30,FR,201802,1
,Número,30,FR,201804,1
,Número,30,FR,201806,1
,Número,30,GB,201801,2
,Número,30,GB,201804,1
,Número,30,IT,201802,2
,Número,30,MX,201801,1
,Número,30,MX,201802,2
,Número,30,MX,201803,4
,Número,30,MX,201804,9
,Número,30,MX,201805,2
,Número,30,MX,201806,6
,Número,30,US,201801,12
,Número,30,US,201802,27
,Número,30,US,201803,21
,Número,30,US,201804,5
,Número,30,US,201805,2
,Número,30,US,201806,7
,Número,30,VN,201806,1
,Número,31,,201805,1
,Número,31,,201806,9
,Número,31,,201807,1
,Número,31,AR,201801,1
,Número,31,CZ,201803,1
,Número,31,ES,201801,1
,Número,31,FR,201801,1
,Número,31,FR,201802,2
,Número,31,FR,201804,1
,Número,31,GB,201801,2
,Número,31,GB,201802,1
,Número,31,GB,201804,1
